timestamp,BNB/USDT,XRP/USDT,INJ/USDT,ETH/USDT,BTC/USDT,DOGE/USDT,ADA/USDT,AVAX/USDT,DOT/USDT,LINK/USDT,TRX/USDT,LTC/USDT,ATOM/USDT,SOL/USDT,ETC/USDT,FIL/USDT,XLM/USDT,FET/USDT,VET/USDT,ALGO/USDT,FLOW/USDT,SAND/USDT,EGLD/USDT,QNT/USDT,GALA/USDT,NEO/USDT,THETA/USDT,XTZ/USDT,MANA/USDT,GRT/USDT,SNX/USDT,ZIL/USDT,OP/USDT,WOO/USDT,PEOPLE/USDT,DYDX/USDT,NEAR/USDT
2022-03-29 11:00:00+00:00,100.83604269367041,100.0,100.83903454901672,100.0,100.0,99.22536224184584,103.79072432584142,104.26365379404605,99.4350534254939,100.70992394910844,100.75457624527071,99.85395286197544,103.70475615974041,104.85753182668559,100.0,100.0,102.08666562924161,103.69125173523071,98.51480810686539,100.78914981369502,103.36052471328449,99.57247501687746,100.14520612953042,101.91339222171871,100.0,100.65215288789071,102.69976463571854,102.08113394138364,100.20602615926934,101.94665634529912,103.96242500849151,99.9465748075348,,102.13414637081569,100.0,105.1788883495547,101.47173816545683
2022-03-29 12:00:00+00:00,100.83604269367041,100.0,100.83903454901672,100.0,100.0,99.22536224184584,103.79072432584142,104.26365379404605,99.4350534254939,100.70992394910844,100.75457624527071,99.85395286197544,103.70475615974041,104.85753182668559,100.0,100.0,102.08666562924161,103.69125173523071,98.51480810686539,100.78914981369502,103.36052471328449,99.57247501687746,100.14520612953042,101.91339222171871,100.0,100.65215288789071,102.69976463571854,102.08113394138364,100.20602615926934,101.94665634529912,103.96242500849151,99.9465748075348,,102.13414637081569,100.0,105.1788883495547,101.47173816545683
2022-03-29 13:00:00+00:00,100.83604269367041,100.0,100.83903454901672,100.0,100.0,99.22536224184584,103.79072432584142,104.26365379404605,99.4350534254939,100.70992394910844,100.75457624527071,99.85395286197544,103.70475615974041,104.85753182668559,100.0,100.0,102.08666562924161,103.69125173523071,98.51480810686539,100.78914981369502,103.36052471328449,99.57247501687746,100.14520612953042,101.91339222171871,100.0,100.65215288789071,102.69976463571854,102.08113394138364,100.20602615926934,101.94665634529912,103.96242500849151,99.9465748075348,,102.13414637081569,100.0,105.1788883495547,101.47173816545683
2022-03-29 14:00:00+00:00,100.83604269367041,100.0,100.83903454901672,100.0,100.0,99.22536224184584,103.79072432584142,104.26365379404605,99.4350534254939,100.70992394910844,100.75457624527071,99.85395286197544,103.70475615974041,104.85753182668559,100.0,100.0,102.08666562924161,103.69125173523071,98.51480810686539,100.78914981369502,103.36052471328449,99.57247501687746,100.14520612953042,101.91339222171871,100.0,100.65215288789071,102.69976463571854,102.08113394138364,100.20602615926934,101.94665634529912,103.96242500849151,99.9465748075348,,102.13414637081569,100.0,105.1788883495547,101.47173816545683
2022-03-29 15:00:00+00:00,100.83604269367041,99.85017481269357,100.83903454901672,100.0,100.0,99.07669765701152,103.79072432584142,104.26365379404605,99.2860746704509,100.70992394910844,100.75457624527071,99.70434649006712,103.70475615974041,104.85753182668559,100.0,100.0,101.93371409124771,103.69125173523071,98.36720811109471,100.78914981369502,103.36052471328449,99.42329036967779,100.14520612953042,101.91339222171871,100.0,100.65215288789071,102.69976463571854,102.08113394138364,100.05589229288388,101.94665634529912,103.96242500849151,99.9465748075348,,101.9811236947118,99.85017481269358,105.1788883495547,101.47173816545683
2022-03-29 16:00:00+00:00,100.83604269367041,100.05938248893946,100.68795227662565,100.0,100.0,99.69895186420837,103.63521967871354,104.26365379404605,99.5538123998993,100.70992394910844,100.75457624527071,100.24748300791184,103.70475615974041,104.85753182668559,100.0,100.0,101.36717356829507,103.69125173523071,98.44899902692988,100.6381422812021,103.36052471328449,99.1920275038135,100.14520612953042,101.91339222171871,100.0,100.65215288789071,102.69976463571854,102.08113394138364,99.55026126211571,101.94665634529912,103.96242500849151,99.9465748075348,,101.09304424308877,98.97319711672263,105.1788883495547,101.47173816545683
2022-03-29 17:00:00+00:00,100.83604269367041,99.87342011005423,99.09690845322588,100.0,100.0,100.18292735869483,103.02764301393046,104.26365379404605,99.41994353517511,100.70992394910844,100.75457624527071,99.85952835230846,103.70475615974041,104.85753182668559,100.0,100.0,101.28001348784082,103.69125173523071,98.53078994276504,100.48417725093907,103.36052471328449,99.1807463884055,100.14520612953042,101.91339222171871,100.0,100.65215288789071,102.69976463571854,102.08113394138364,99.18118751702946,101.94665634529912,103.96242500849151,99.9465748075348,,101.15882790617195,98.97319711672263,105.02130388307816,101.47173816545683
2022-03-29 18:00:00+00:00,100.83604269367041,100.12911838102144,99.18064760182587,100.0,100.0,100.32120607140524,103.63521967871354,104.26365379404605,100.31240263333646,100.70992394910844,100.75457624527071,100.24748300791184,103.70475615974041,104.85753182668559,100.0,100.0,101.32359352806796,103.69125173523071,99.02153543777605,101.17701988712264,103.36052471328449,99.16100443644146,100.14520612953042,101.91339222171871,100.0,100.65215288789071,102.69976463571854,102.08113394138364,99.38417807682691,101.94665634529912,103.96242500849151,99.9465748075348,,101.3397329796507,98.47206700473923,104.80174715022154,101.47173816545683
2022-03-29 19:00:00+00:00,100.83604269367041,100.34994870594765,100.31950002278572,100.0,100.0,100.52862414047085,103.8956096779063,104.26365379404605,100.17853376861225,100.70992394910844,100.75457624527071,100.48025580127387,103.70475615974041,104.85753182668559,100.0,100.0,101.75939393033921,103.69125173523071,99.53954457139878,101.33098491738565,103.36052471328449,100.06913422678657,100.14520612953042,101.91339222171871,100.0,100.65215288789071,102.69976463571854,102.08113394138364,99.92302574465283,101.94665634529912,103.96242500849151,99.9465748075348,,102.34293384166932,98.84791458872678,105.55189932081497,101.47173816545683
2022-03-29 20:00:00+00:00,100.83604269367041,100.11749573234111,99.18064760182587,100.0,100.0,99.83723057691878,103.46162634591836,104.26365379404605,99.2860746704509,100.70992394910844,100.75457624527071,100.09230114567049,103.70475615974041,104.85753182668559,100.0,100.0,101.14927336715945,103.69125173523071,98.55805358137677,100.46218224661578,103.36052471328449,99.17792610955348,100.14520612953042,101.91339222171871,100.0,100.65215288789071,102.69976463571854,102.08113394138364,99.33988922741656,101.94665634529912,103.96242500849151,99.9465748075348,,102.83631131479324,99.72489228469775,104.98471109426873,101.47173816545683
